PDB_ID,Resolution,Year,pKi_or_pKd,Measurement,Is_Ki
3v7c,2.70,2012,5.74,Ki=1.83uM,True
3wz7,1.90,2015,5.74,Ki=1.8uM,True
4o2b,2.30,2014,5.74,Ki=1.8uM,True
2ya8,1.75,2011,5.75,Ki=1.77uM,True
6e6m,1.55,2019,5.75,Ki=1786.5nM,True
4a95,1.55,2012,5.76,Ki=1.73uM,True
4mnw,1.49,2014,5.76,Ki=1.72uM,True
4nwc,2.01,2014,5.76,Ki=1.74uM,True
6jav,1.44,2019,5.76,Ki=1.72uM,True
1kds,2.15,2002,5.77,Ki=1.7uM,True
1o5b,1.85,2004,5.77,Ki=1.7uM,True
1q66,1.75,2004,5.77,Ki=1.7uM,True
1ur9,1.80,2004,5.77,Ki=1.7uM,True
1y3w,1.80,2005,5.77,Ki=1680nM,True
2psx,2.30,2007,5.77,Ki=1.7uM,True
3cso,2.71,2009,5.77,Ki=1.7uM,True
4j45,1.48,2013,5.77,Ki=1.7uM,True
4mbf,1.54,2014,5.77,Ki=1.7uM,True
4um1,2.83,2015,5.77,Ki=1700nM,True
5gwa,1.59,2017,5.77,Ki=1.71uM,True
5nw7,1.85,2018,5.77,Ki=1.7uM,True
6eij,2.42,2018,5.77,Ki=1680nM,True
2x7s,1.64,2010,5.78,Ki=1660nM,True
2y5h,1.33,2011,5.79,Ki=1620nM,True
1a8t,2.55,1998,5.80,Ki=1.6uM,True
1dub,2.50,1997,5.80,Ki=1.6uM,True
1g3c,1.80,2001,5.80,Ki=1.6uM,True
1kpm,1.80,2002,5.80,Ki=1.59uM,True
1ppm,1.70,1993,5.80,Ki=1600nM,True
3fyz,2.10,2010,5.80,Ki=1.6uM,True
3k16,3.00,2010,5.80,Ki=1.6uM,True
3mbz,2.60,2011,5.80,Ki=1.6uM,True
4g8v,1.70,2012,5.80,Ki=1.6uM,True
4rhx,2.03,2015,5.80,Ki=1.6uM,True
5kyk,2.70,2017,5.80,Ki=1.6uM,True
5w3i,1.95,2017,5.80,Ki=1.6uM,True
11gs,2.30,1999,5.82,Ki=1.5uM,True
1hdq,2.30,2001,5.82,Ki=1.5uM,True
1kav,2.35,2002,5.82,Ki=1.5uM,True
1lqe,2.20,2003,5.82,Ki=1507nM,True
1qm5,2.00,2000,5.82,Ki=1.5uM,True
3b7i,1.75,2007,5.82,Ki=1.5uM,True
3gss,1.90,1997,5.82,Ki=1.5uM,True
3qqs,1.97,2012,5.82,Ki=1.5uM,True
3wz8,1.45,2015,5.82,Ki=1.5uM,True
4dld,2.00,2012,5.82,Ki=1.5uM,True
4e9u,2.10,2012,5.82,Ki=1.5uM,True
4imq,1.50,2013,5.82,Ki=1.5uM,True
4p5d,2.11,2014,5.82,Ki=1.5uM,True
4z84,1.55,2015,5.82,Ki=1500nM,True
5d2r,1.90,2016,5.82,Ki=1.5uM,True
4do5,1.51,2012,5.83,Ki=1.48uM,True
5x5g,2.00,2017,5.83,Ki=1.49uM,True
6hb5,1.88,2019,5.83,Ki=1484nM,True
3sm1,1.50,2011,5.84,Ki=1442nM,True
6s1s,1.78,2019,5.84,Ki=1.45uM,True
1bdl,2.80,1998,5.85,Ki=1.41uM,True
1k4g,1.70,2002,5.85,Ki=1.4uM,True
1ny0,1.75,2003,5.85,Ki=1.4uM,True
1o2u,1.41,2003,5.85,Ki=1.4uM,True
1o2v,1.50,2003,5.85,Ki=1.4uM,True
1o2w,1.38,2003,5.85,Ki=1.4uM,True
1o2x,1.46,2003,5.85,Ki=1.4uM,True
1o2y,1.45,2003,5.85,Ki=1.4uM,True
1q54,1.93,2003,5.85,Ki=1.4uM,True
1q63,1.85,2004,5.85,Ki=1.4uM,True
1qbn,1.80,2000,5.85,Ki=1400nM,True
2oc7,2.70,2007,5.85,Ki=1.4uM,True
2pu1,1.80,2007,5.85,Ki=1.4uM,True
2r3t,1.80,2008,5.85,Ki=1.4uM,True
2z94,1.78,2007,5.85,Ki=1.4uM,True
3ehy,1.90,2009,5.85,Ki=1.4uM,True
4b6r,2.00,2012,5.85,Ki=1420nM,True
5hj9,1.28,2016,5.85,Ki=1.4uM,True
5jf8,1.80,2016,5.85,Ki=1428nM,True
5knr,2.86,2017,5.85,Ki=1.4uM,True
5ndf,2.30,2017,5.85,Ki=1.4uM,True
5oq8,2.00,2017,5.85,Ki=1.41uM,True
5wf3,2.25,2018,5.85,Ki=1.4uM,True
6d18,1.35,2019,5.85,Ki=1.4uM,True
6npf,2.57,2019,5.85,Ki=1.4uM,True
6pvv,1.65,2019,5.85,Ki=1.4uM,True
2v6n,1.98,2008,5.86,Ki=1.38uM,True
5za7,1.70,2018,5.87,Ki=1356nM,True
1u6q,2.02,2004,5.88,Ki=1.31uM,True
3kjq,1.80,2010,5.88,Ki=1.32uM,True
6rw1,1.70,2019,5.88,Ki=1305nM,True
1e1x,1.85,2001,5.89,Ki=1.3uM,True
1ett,2.50,1994,5.89,Ki=1.3uM,True
2brm,2.20,2005,5.89,Ki=1.3uM,True
2eg7,2.00,2007,5.89,Ki=1.3uM,True
2qlb,2.25,2007,5.89,Ki=1.3uM,True
2tmn,1.60,1989,5.89,Ki=1.3uM,True
2xas,3.20,2010,5.89,Ki=1.3uM,True
3qgw,2.10,2011,5.89,Ki=1.3uM,True
3u9c,3.20,2012,5.89,Ki=1.3uM,True
4de0,1.12,2012,5.89,Ki=1.3uM,True
4e28,2.30,2012,5.89,Ki=1.3uM,True
4gpl,3.00,2013,5.89,Ki=1.3uM,True
4iu0,1.77,2013,5.89,Ki=1.3uM,True
5nps,1.68,2018,5.89,Ki=1.3uM,True
5t8p,2.32,2017,5.89,Ki=1.28uM,True
5yic,1.90,2018,5.89,Ki=1.3uM,True
6dpx,1.90,2018,5.89,Ki=1.3uM,True
6peu,1.95,2019,5.89,Ki=1.3uM,True
1v2n,1.80,2004,5.90,Ki=1.25uM,True
3old,2.00,2011,5.90,Ki=1254.9nM,True
4lkt,2.57,2014,5.90,Ki=1.26uM,True
5fhn,1.60,2016,5.90,Ki=1.27uM,True
5jha,2.51,2017,5.90,Ki=1264nM,True
3ebp,2.00,2009,5.91,Ki=1.24uM,True
6bt6,1.05,2018,5.91,Ki=1.23uM,True
1a4w,1.80,1998,5.92,Ki=1.2uM,True
1jao,2.40,1996,5.92,Ki=1.2uM,True
1ndv,2.30,2003,5.92,Ki=1200nM,True
1o0h,1.20,2003,5.92,Ki=1.2uM,True
1pph,1.90,1994,5.92,Ki=1.2uM,True
1qf2,2.06,1999,5.92,Ki=1200nM,True
1vgc,1.90,1997,5.92,Ki=1.20uM,True
1yds,2.20,1997,5.92,Ki=1.2uM,True
1yms,1.60,2005,5.92,Ki=1.2uM,True
3jq7,1.80,2009,5.92,Ki=1.2uM,True
3r4m,1.70,2011,5.92,Ki=1.2uM,True
3zv7,2.26,2012,5.92,Ki=1.2uM,True
3zvt,3.10,2012,5.92,Ki=1.2uM,True
4hz5,2.70,2013,5.92,Ki=1.2uM,True
4kyh,2.50,2013,5.92,Ki=1.2uM,True
4mdq,2.12,2013,5.92,Ki=1.2uM,True
5owh,2.30,2018,5.92,Ki=1.2uM,True
5owl,2.23,2018,5.92,Ki=1.2uM,True
6pit,2.25,2019,5.92,Ki=1.19uM,True
1fv0,1.70,2002,5.93,Ki=1.18uM,True
6ej3,1.94,2018,5.93,Ki=1179nM,True
3lmk,2.44,2010,5.94,Ki=1.16uM,True
5y13,1.75,2018,5.94,Ki=1.16uM,True
6rvl,1.72,2019,5.94,Ki=1148nM,True
4rhy,2.32,2015,5.95,Ki=1.13uM,True
5a6k,2.10,2015,5.95,Ki=1130nM,True
5mgi,1.50,2018,5.95,Ki=1.13uM,True
6fz4,1.85,2019,5.95,Ki=1.12uM,True
1d6w,2.00,2000,5.96,Ki=1100nM,True
1nl9,2.40,2003,5.96,Ki=1.1uM,True
1o36,1.70,2003,5.96,Ki=1.1uM,True
1p05,2.10,1990,5.96,Ki=1100nM,True
2fhy,2.95,2006,5.96,Ki=1.1uM,True
2xaq,3.20,2010,5.96,Ki=1.1uM,True
3g3m,1.40,2009,5.96,Ki=1.1uM,True
3lpr,2.15,1993,5.96,Ki=1100nM,True
3wz6,1.40,2015,5.96,Ki=1.1uM,True
4de1,1.26,2012,5.96,Ki=1.1uM,True
4msc,2.47,2014,5.96,Ki=1.1uM,True
4yvc,3.20,2015,5.96,Ki=1.1uM,True
4zw8,2.00,2016,5.96,Ki=1.1uM,True
5em8,2.80,2015,5.96,Ki=1.090uM,True
5hh4,2.00,2017,5.96,Ki=1.1uM,True
5od1,1.34,2018,5.96,Ki=1.1uM,True
5uw5,2.94,2017,5.96,Ki=1.10uM,True
1uwt,1.95,2004,5.97,Ki=1.08uM,True
4zyu,1.95,2016,5.97,Ki=1067nM,True
6hgz,1.86,2018,5.97,Ki=1.08uM,True
1uwu,1.95,2004,5.98,Ki=1.04uM,True
3t3e,2.15,2012,5.99,Ki=1.02uM,True
1c5s,1.36,2000,6.00,Ki=1.0uM,True
1ekb,2.30,1999,6.00,Ki=1.0uM,True
1f0t,1.80,2000,6.00,Ki=1000nM,True
1fpy,2.89,2001,6.00,Ki=1uM,True
1jq8,2.00,2002,6.00,Ki=1.01uM,True
1rpa,3.00,1994,6.00,Ki=1.0uM,True
1ssq,1.85,2004,6.00,Ki=1uM,True
1tsm,3.00,1998,6.00,Ki=1.0uM,True
1xgj,1.97,2005,6.00,Ki=1.0uM,True
2bvd,1.60,2005,6.00,Ki=1uM,True
2r43,1.58,2008,6.00,Ki=1uM,True
2vqt,2.10,2008,6.00,Ki=1.0uM,True
2w8g,2.60,2009,6.00,Ki=1uM,True
3ddg,1.74,2008,6.00,Ki=1uM,True
3ggj,2.60,2009,6.00,Ki=1uM,True
3l4w,2.00,2010,6.00,Ki=1.0uM,True
3ucj,1.85,2011,6.00,Ki=1uM,True
4kwg,2.10,2014,6.00,Ki=1.0uM,True
4rao,1.87,2015,6.00,Ki=1uM,True
4u2w,1.00,2015,6.00,Ki=1000nM,True
4zz3,2.50,2015,6.00,Ki=1000nM,True
5dht,2.59,2016,6.00,Ki=1uM,True
6cgt,2.60,1998,6.00,Ki=1uM,True
6f90,2.40,2018,6.00,Ki=1.0uM,True
6gvg,3.00,2019,6.00,Ki=990nM,True
1awf,2.20,1998,6.01,Ki=0.97uM,True
1eb2,2.00,2002,6.01,Ki=980nM,True
2vl4,1.90,2008,6.01,Ki=975nM,True
4b6s,1.90,2012,6.01,Ki=970nM,True
5uez,1.51,2017,6.01,Ki=970nM,True
1tcw,2.40,1996,6.02,Ki=960nM,True
2xwe,2.31,2011,6.02,Ki=0.95uM,True
3f3c,2.10,2008,6.02,Ki=950nM,True
3jqb,2.40,2009,6.02,Ki=0.96uM,True
3su6,1.10,2012,6.02,Ki=958nM,True
3zq9,1.86,2011,6.02,Ki=0.95uM,True
4jhz,2.83,2013,6.02,Ki=957nM,True
5er1,2.00,1991,6.02,Ki=960nM,True
1fq8,2.80,2000,6.03,Ki=0.94uM,True
1os0,2.10,2003,6.03,Ki=0.93uM,True
1sh9,2.50,2004,6.03,Ki=932nM,True
3rx7,2.02,2011,6.03,Ki=940nM,True
4f9u,1.80,2012,6.03,Ki=944nM,True
4f9v,2.10,2012,6.03,Ki=944nM,True
1xbo,2.50,2004,6.04,Ki=0.92uM,True
2w2i,2.10,2009,6.04,Ki=914nM,True
3lbk,2.30,2010,6.04,Ki=916nM,True
4mma,3.30,2013,6.04,Ki=920nM,True
4nuc,1.40,2014,6.04,Ki=0.91uM,True
5jf7,2.10,2016,6.04,Ki=909nM,True
6g3v,1.69,2018,6.04,Ki=922.4nM,True
6gvh,2.74,2019,6.04,Ki=920nM,True
6ic2,1.15,2019,6.04,Ki=917.4nM,True
1eoc,2.25,2000,6.05,Ki=0.9uM,True
2q11,2.40,2007,6.05,Ki=900nM,True
3bgb,1.90,2008,6.05,Ki=0.9uM,True
3d04,2.40,2008,6.05,Ki=0.9uM,True
3iss,2.50,2009,6.05,Ki=0.9uM,True
3pcf,2.15,1998,6.05,Ki=0.9uM,True
4e3b,1.50,2012,6.05,Ki=0.9uM,True
4eoi,2.00,2013,6.05,Ki=0.89uM,True
4eol,2.40,2013,6.05,Ki=0.89uM,True
4eon,2.40,2013,6.05,Ki=0.89uM,True
4eop,1.99,2013,6.05,Ki=0.89uM,True
4eos,2.57,2013,6.05,Ki=0.89uM,True
4hxz,2.70,2013,6.05,Ki=0.9uM,True
5ur9,2.20,2017,6.05,Ki=0.9uM,True
6apt,1.80,2018,6.05,Ki=0.89uM,True
6fkz,3.30,2018,6.05,Ki=900nM,True
1qb6,1.80,2000,6.06,Ki=870nM,True
5avi,2.70,2015,6.06,Ki=0.87uM,True
5c29,2.05,2015,6.06,Ki=880nM,True
1mmp,2.30,1996,6.07,Ki=0.85uM,True
1o5f,1.78,2004,6.07,Ki=0.85uM,True
2gst,1.80,1993,6.07,Ki=0.85uM,True
2w5g,1.70,2009,6.07,Ki=860nM,True
3c89,1.58,2008,6.07,Ki=845nM,True
3fvl,1.85,2010,6.07,Ki=0.86uM,True
3loo,2.00,2011,6.07,Ki=860nM,True
3owj,1.85,2010,6.07,Ki=0.86uM,True
5ou1,1.78,2018,6.07,Ki=0.86uM,True
6uh0,1.31,2019,6.07,Ki=853.1nM,True
1awh,3.00,1998,6.08,Ki=0.83uM,True
1nhz,2.30,2003,6.08,Ki=0.84uM,True
1tet,2.30,1994,6.08,Ki=0.83uM,True
2wc3,2.00,2009,6.08,Ki=0.83uM,True
3bkk,2.17,2008,6.08,Ki=0.83uM,True
3sv7,1.55,2012,6.08,Ki=823nM,True
1o2n,1.50,2003,6.09,Ki=0.81uM,True
3p8z,1.70,2010,6.09,Ki=0.82uM,True
4o3b,1.91,2014,6.09,Ki=0.82uM,True
6eaa,1.65,2018,6.09,Ki=818nM,True
6eed,1.50,2018,6.09,Ki=812nM,True
1azm,2.00,1994,6.10,Ki=0.8uM,True
1b56,2.05,1999,6.10,Ki=802nM,True
1css,1.70,1995,6.10,Ki=0.8uM,True
1m2q,1.79,2003,6.10,Ki=0.80uM,True
1meu,1.90,1998,6.10,Ki=0.8uM,True
1zxv,2.67,2005,6.10,Ki=0.8uM,True
2ewb,1.85,2006,6.10,Ki=0.8uM,True
2flr,2.35,2007,6.10,Ki=0.8uM,True
2wed,1.50,1998,6.10,Ki=0.8uM,True
2zu3,1.75,2009,6.10,Ki=0.8uM,True
3c8b,1.47,2008,6.10,Ki=786nM,True
3cke,2.40,2008,6.10,Ki=0.8uM,True
4l19,1.66,2014,6.10,Ki=0.8uM,True
4r5t,1.98,2014,6.10,Ki=0.8uM,True
5efh,2.16,2016,6.10,Ki=800nM,True
5knx,2.40,2017,6.10,Ki=0.8uM,True
5wfw,2.29,2018,6.10,Ki=0.8uM,True
1g32,1.90,2001,6.11,Ki=780nM,True
1m2p,2.00,2003,6.11,Ki=0.78uM,True
1o2z,1.65,2003,6.11,Ki=0.78uM,True
2qnq,2.30,2008,6.11,Ki=0.77uM,True
4mm8,3.31,2013,6.11,Ki=778nM,True
6aqo,2.64,2018,6.11,Ki=0.77uM,True
6b4d,1.20,2018,6.11,Ki=0.78uM,True
1gag,2.70,2001,6.12,Ki=750nM,True
1nc1,2.00,2003,6.12,Ki=0.75uM,True
1o2g,1.58,2003,6.12,Ki=0.76uM,True
1x8r,1.50,2005,6.12,Ki=750nM,True
2p2a,2.26,2007,6.12,Ki=0.75uM,True
3qfy,2.30,2011,6.12,Ki=0.75uM,True
5kns,2.79,2017,6.12,Ki=0.75uM,True
6j8r,1.58,2019,6.12,Ki=0.76uM,True
6ugn,1.41,2019,6.12,Ki=763.5nM,True
3g9l,2.20,2009,6.13,Ki=0.74uM,True
3sm0,1.57,2012,6.13,Ki=740nM,True
4q18,2.00,2014,6.13,Ki=735nM,True
2fqt,1.79,2006,6.14,Ki=0.72uM,True
3kme,1.85,2009,6.14,Ki=725nM,True
4zx1,1.50,2015,6.14,Ki=725nM,True
6rvf,2.07,2019,6.14,Ki=730nM,True
1tsl,2.50,1998,6.15,Ki=0.7uM,True
1u0g,1.70,2004,6.15,Ki=0.7uM,True
1zs0,1.56,2006,6.15,Ki=700nM,True
2z9g,1.86,2007,6.15,Ki=0.7uM,True
3bbt,2.80,2008,6.15,Ki=700nM,True
3bh3,2.10,2008,6.15,Ki=0.7uM,True
3usn,NMR,1999,6.15,Ki=710nM,True
3v4x,1.95,2012,6.15,Ki=700nM,True
4exh,2.00,2012,6.15,Ki=712nM,True
4r5v,2.10,2014,6.15,Ki=0.7uM,True
5dit,2.25,2015,6.15,Ki=0.7uM,True
5xvf,2.66,2018,6.15,Ki=0.710uM,True
1ppc,1.80,1994,6.16,Ki=0.69uM,True
3lpg,2.42,2010,6.16,Ki=684nM,True
4mse,2.81,2014,6.16,Ki=0.69uM,True
4o04,1.82,2014,6.16,Ki=0.69uM,True
4rhu,2.57,2015,6.16,Ki=0.69uM,True
6ugp,1.31,2019,6.16,Ki=685.5nM,True
1k1o,2.00,2001,6.17,Ki=675nM,True
1ndy,2.00,2003,6.17,Ki=680nM,True
2kce,2.20,1997,6.17,Ki=0.67uM,True
3bkl,2.18,2008,6.17,Ki=0.679uM,True
3hk1,1.70,2009,6.17,Ki=0.67uM,True
3mn8,2.70,2010,6.17,Ki=0.67uM,True
3oik,1.50,2011,6.17,Ki=680nM,True
4b9k,2.00,2012,6.17,Ki=0.67uM,True
5wdl,2.63,2018,6.17,Ki=683nM,True
6apw,2.61,2018,6.17,Ki=0.67uM,True
1xhy,1.85,2005,6.18,Ki=662nM,True
2c3j,2.10,2005,6.18,Ki=0.659uM,True
3amb,2.25,2011,6.18,Ki=0.66uM,True
3c8a,1.52,2008,6.18,Ki=660nM,True
1f92,2.60,2001,6.19,Ki=0.64uM,True
1iy7,2.00,2003,6.19,Ki=0.64uM,True
1v2k,2.00,2004,6.19,Ki=0.65uM,True
4r8y,1.90,2014,6.19,Ki=0.64uM,True
4wrb,1.81,2015,6.19,Ki=0.65uM,True
4zx5,1.95,2016,6.19,Ki=0.64uM,True
1owe,1.60,2003,6.20,Ki=631nM,True
1sqt,1.90,2004,6.20,Ki=0.63uM,True
2aj8,2.11,2006,6.20,Ki=638nM,True
2osm,1.60,2008,6.20,Ki=0.631uM,True
2qrp,1.86,2008,6.20,Ki=0.63uM,True
3nf3,2.40,2010,6.20,Ki=638.1nM,True
4ufi,2.40,2015,6.20,Ki=630nM,True
6eea,1.63,2018,6.20,Ki=0.63uM,True
1aht,1.60,1996,6.21,Ki=0.62uM,True
2b17,2.71,2005,6.21,Ki=0.62uM,True
3n0h,1.92,2011,6.21,Ki=617nM,True
3rx8,2.56,2011,6.21,Ki=610nM,True
3sug,1.80,2012,6.21,Ki=620nM,True
4ymb,1.93,2015,6.21,Ki=0.62uM,True
5ou3,1.60,2018,6.21,Ki=0.61uM,True
1fig,3.00,1994,6.22,Ki=0.6uM,True
1gi6,1.49,2002,6.22,Ki=0.60uM,True
1l8g,2.50,2002,6.22,Ki=0.6uM,True
2k1q,NMR,2009,6.22,Ki=0.6uM,True
2o7e,1.75,2007,6.22,Ki=0.6uM,True
2xda,1.85,2010,6.22,Ki=0.6uM,True
3e9i,2.20,2009,6.22,Ki=0.6uM,True
3lpp,2.15,2010,6.22,Ki=0.60uM,True
3o0g,1.95,2011,6.22,Ki=0.6uM,True
3pd9,2.10,2010,6.22,Ki=600nM,True
4m0e,2.00,2013,6.22,Ki=0.6uM,True
4mdn,1.91,2013,6.22,Ki=0.6uM,True
5bsk,2.61,2015,6.22,Ki=0.6uM,True
5u69,1.28,2017,6.22,Ki=600nM,True
6eiz,1.85,2018,6.22,Ki=0.6uM,True
6m8w,1.10,2018,6.22,Ki=600nM,True
3okv,1.45,2011,6.23,Ki=590nM,True
3s3v,1.53,2011,6.23,Ki=593nM,True
4wr8,2.60,2015,6.23,Ki=0.59uM,True
5hu0,1.83,2016,6.23,Ki=595nM,True
5y12,1.75,2018,6.23,Ki=0.59uM,True
1hnn,2.40,2001,6.24,Ki=0.58uM,True
1ym1,1.12,2005,6.24,Ki=0.578uM,True
2fai,2.10,2006,6.24,Ki=570nM,True
3ryw,2.90,2012,6.24,Ki=570nM,True
3vh9,1.29,2012,6.24,Ki=0.58uM,True
6eir,2.40,2018,6.24,Ki=575nM,True
6hh3,1.82,2018,6.24,Ki=0.58uM,True
1gnm,2.30,1996,6.25,Ki=560nM,True
1zky,2.25,2006,6.25,Ki=560nM,True
2o4z,2.10,2007,6.25,Ki=566nM,True
3rf4,1.80,2011,6.25,Ki=0.56uM,True
4bcp,2.26,2013,6.25,Ki=568nM,True
4inh,1.70,2013,6.25,Ki=0.56uM,True
4r3b,1.37,2015,6.25,Ki=0.56uM,True
1wcq,2.10,2005,6.26,Ki=0.55uM,True
2ok1,2.40,2007,6.26,Ki=0.55uM,True
2ql7,2.40,2007,6.26,Ki=550nM,True
3bgz,2.40,2007,6.26,Ki=0.55uM,True
3su4,2.25,2012,6.26,Ki=554nM,True
1p06,2.34,1990,6.27,Ki=540nM,True
1pbq,1.90,2003,6.27,Ki=0.54uM,True
2j94,2.10,2007,6.27,Ki=534nM,True
3bfu,1.95,2008,6.27,Ki=531nM,True
3rx5,1.99,2011,6.27,Ki=540nM,True
6ugr,1.31,2019,6.27,Ki=533.6nM,True
1afl,1.70,1998,6.28,Ki=520nM,True
1atl,1.80,1995,6.28,Ki=0.52uM,True
1w3l,1.04,2004,6.28,Ki=0.52uM,True
2aog,1.10,2006,6.28,Ki=0.53uM,True
2esm,3.20,2005,6.28,Ki=0.53uM,True
3ioi,1.45,2010,6.28,Ki=0.53uM,True
3opp,1.80,2011,6.28,Ki=0.53uM,True
3v0p,1.90,2013,6.28,Ki=0.53uM,True
4djw,1.90,2012,6.28,Ki=0.53uM,True
4jfv,1.88,2013,6.28,Ki=0.52uM,True
4q99,1.50,2015,6.28,Ki=0.52uM,True
5ix0,1.72,2016,6.28,Ki=0.519uM,True
1yyr,2.50,2005,6.29,Ki=0.51uM,True
2ael,2.50,2005,6.29,Ki=0.51uM,True
2xyt,2.05,2011,6.29,Ki=509.2nM,True
3h8b,1.80,2009,6.29,Ki=0.511uM,True
4fjz,3.00,2012,6.29,Ki=509nM,True
5za8,1.90,2018,6.29,Ki=508nM,True
6cbh,2.00,2018,6.29,Ki=0.51uM,True
6o57,1.71,2019,6.29,Ki=514nM,True
6o5a,1.67,2019,6.29,Ki=514nM,True
1a5h,2.90,1999,6.30,Ki=0.5uM,True
1gqs,3.00,2002,6.30,Ki=0.5uM,True
1hqh,2.80,2001,6.30,Ki=0.5uM,True
1oxq,2.30,2003,6.30,Ki=0.5uM,True
1pwp,2.90,2004,6.30,Ki=0.5uM,True
1w25,2.70,2004,6.30,Ki=0.5uM,True
1wm1,2.10,2004,6.30,Ki=0.5uM,True
2nwn,2.15,2007,6.30,Ki=500nM,True
2oyl,1.80,2007,6.30,Ki=0.5uM,True
2v0n,2.71,2007,6.30,Ki=0.5uM,True
2w8f,2.70,2009,6.30,Ki=0.5uM,True
3t70,1.80,2012,6.30,Ki=0.5uM,True
4eor,2.20,2013,6.30,Ki=500nM,True
4ob1,1.63,2014,6.30,Ki=0.5uM,True
4ob2,1.52,2014,6.30,Ki=0.5uM,True
5brn,2.30,2015,6.30,Ki=0.5uM,True
5dhu,2.33,2016,6.30,Ki=0.5uM,True
5hh5,1.80,2017,6.30,Ki=0.5uM,True
5w73,2.20,2018,6.30,Ki=0.5uM,True
6qgg,1.50,2019,6.30,Ki=0.5uM,True
2op3,1.60,2007,6.31,Ki=0.49uM,True
3q44,1.80,2011,6.31,Ki=490nM,True
3u93,1.88,2012,6.31,Ki=494nM,True
4cpy,1.80,2014,6.31,Ki=491.35nM,True
1t69,2.91,2004,6.32,Ki=0.48uM,True
2zga,1.65,2009,6.32,Ki=0.48uM,True
3ckt,1.65,2009,6.32,Ki=0.48uM,True
3ebh,1.65,2009,6.32,Ki=478.2nM,True
6pvw,1.60,2019,6.32,Ki=0.48uM,True
6rot,1.34,2019,6.32,Ki=483.63nM,True
6upj,2.34,1997,6.32,Ki=480nM,True
1yys,2.75,2005,6.33,Ki=0.47uM,True
2qbr,2.30,2008,6.33,Ki=0.47uM,True
1bdq,2.50,1998,6.34,Ki=0.46uM,True
1i00,2.50,2001,6.34,Ki=0.46uM,True
3iut,1.20,2010,6.34,Ki=0.46uM,True
4hev,2.50,2013,6.34,Ki=0.46uM,True
4j3u,1.70,2014,6.34,Ki=0.46uM,True
4jfw,2.10,2013,6.34,Ki=0.46uM,True
4z0k,1.41,2015,6.34,Ki=0.462uM,True
5bms,2.90,2015,6.34,Ki=455nM,True
5yr4,1.82,2018,6.34,Ki=0.46uM,True
1cbx,2.00,1994,6.35,Ki=0.45uM,True
1gjb,1.90,2002,6.35,Ki=0.45uM,True
1gjc,1.73,2002,6.35,Ki=0.45uM,True
3ckp,2.30,2008,6.35,Ki=0.449uM,True
3ctt,2.10,2009,6.35,Ki=0.45uM,True
3rt8,2.43,2011,6.35,Ki=451nM,True
4eo4,2.87,2012,6.35,Ki=450nM,True
1c5q,1.43,2000,6.36,Ki=0.44uM,True
1ela,2.00,1994,6.36,Ki=0.44uM,True
1o2o,1.63,2003,6.36,Ki=0.44uM,True
2y76,2.50,2011,6.36,Ki=440nM,True
3g90,2.40,2009,6.36,Ki=0.44uM,True
3oku,1.45,2011,6.36,Ki=440nM,True
5wa6,2.25,2018,6.36,Ki=0.44uM,True
6rvk,1.58,2019,6.36,Ki=439nM,True
1hbv,2.30,1995,6.37,Ki=430nM,True
3o88,1.64,2010,6.37,Ki=430nM,True
4ks3,2.60,2013,6.37,Ki=430nM,True
5g53,3.40,2016,6.37,Ki=430nM,True
5tln,2.30,1982,6.37,Ki=0.43uM,True
6eab,1.85,2018,6.37,Ki=431nM,True
1qjb,2.00,1999,6.38,Ki=416nM,True
1xnx,2.90,2005,6.38,Ki=416nM,True
2er0,3.00,1991,6.38,Ki=420nM,True
2wcg,2.30,2009,6.38,Ki=0.42uM,True
2ybu,2.25,2011,6.38,Ki=0.42uM,True
5nya,1.20,2018,6.38,Ki=415.6nM,True
6equ,1.65,2017,6.38,Ki=419nM,True
6m8y,1.10,2018,6.38,Ki=415nM,True
1lol,1.90,2002,6.39,Ki=0.41uM,True
1ocn,1.31,2003,6.39,Ki=412nM,True
6hoq,1.55,2019,6.39,Ki=0.41uM,True
10gs,2.20,1998,6.40,Ki=0.4uM,True
1fq4,2.70,2000,6.40,Ki=398.0nM,True
1igb,2.30,1996,6.40,Ki=0.4uM,True
1jrs,1.80,1996,6.40,Ki=0.4uM,True
1yvm,1.60,2005,6.40,Ki=0.4uM,True
2cmo,2.65,2006,6.40,Ki=394nM,True
2g9q,2.50,2007,6.40,Ki=0.4uM,True
2jbk,2.99,2006,6.40,Ki=0.4uM,True
2o2u,2.45,2007,6.40,Ki=0.4uM,True
2y8c,2.10,2012,6.40,Ki=0.4uM,True
2zaz,1.80,2008,6.40,Ki=0.4uM,True
3jq9,2.30,2009,6.40,Ki=0.4uM,True
3kmc,1.80,2009,6.40,Ki=400nM,True
3o3j,3.00,2011,6.40,Ki=400nM,True
3pn3,1.30,2011,6.40,Ki=400nM,True
4mss,1.80,2013,6.40,Ki=0.4uM,True
4zxy,2.06,2015,6.40,Ki=400nM,True
5hh6,1.80,2017,6.40,Ki=0.4uM,True
5hz8,1.12,2016,6.40,Ki=0.4uM,True
5l8y,2.14,2018,6.40,Ki=398nM,True
5ura,1.85,2017,6.40,Ki=0.4uM,True
5wa7,2.20,2018,6.40,Ki=0.4uM,True
5wdc,2.10,2018,6.40,Ki=0.4uM,True
6f92,1.90,2018,6.40,Ki=0.4uM,True
1pye,2.00,2004,6.41,Ki=386nM,True
